Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ40,OUT035,979.3906175929587
FDD51,OUT018,405.8314379270014
NCY30,OUT019,932.0116938305291
FDP58,OUT017,3529.5224311626516
FDV49,OUT017,4353.272666064731
FDY24,OUT019,-1022.8566441445873
NCO55,OUT017,1838.2527916964464
FDR13,OUT017,2097.3710894605756
FDS51,OUT017,1175.1030040352634
FDP26,OUT045,1565.7174627110653
NCB54,OUT027,3511.5124738764134
FDF32,OUT017,3296.828015915293
FDN31,OUT018,2755.1253106089134
DRM48,OUT017,718.2553167680308
FDN20,OUT049,2780.2026925800456
DRL01,OUT046,3767.7189216520346
FDV56,OUT049,1867.3212111537578
DRH13,OUT027,3168.6776827253343
FDA03,OUT017,2471.8037515743054
FDF47,OUT027,5008.886696409463
FDX32,OUT046,2448.2292486848455
FDX57,OUT049,1648.3571308478422
NCA30,OUT045,2869.935262720159
FDO49,OUT013,918.8493712758791
FDL04,OUT019,-261.9025932667573
DRM48,OUT035,692.83463103346
FDR16,OUT013,3399.999214273892
NCC19,OUT018,2735.232526431326
NCE42,OUT045,3636.491406439265
FDY24,OUT017,1080.7429048002377
FDH19,OUT049,2847.133094475532
FDJ46,OUT013,2785.1928250605124
FDN45,OUT010,1595.7986342063232
FDY08,OUT035,2378.3822191761137
FDZ37,OUT035,1589.3044550125342
NCT30,OUT045,660.5106456862268
DRY23,OUT018,438.14595719226054
NCZ30,OUT018,1652.1755587182997
FDC44,OUT018,1542.84082636112
FDB45,OUT035,1824.8072416104405
FDY04,OUT013,2649.1279056901403
FDM27,OUT046,2538.0069102442358
FDZ43,OUT017,4032.7425892746105
FDT39,OUT019,573.6632786829578
NCC06,OUT019,76.31536641260027
FDL15,OUT027,3902.8488401178765
FDL57,OUT017,4240.320561091721
FDU08,OUT046,1685.5759262345819
FDK40,OUT017,4298.146200275034
FDQ12,OUT010,1720.401130505561
FDS48,OUT017,2562.750751877422
FDP09,OUT045,3294.7822073585703
FDW21,OUT049,1706.0073267428234
FDY25,OUT035,3010.202384652599
DRE13,OUT017,1518.0558790972427
FDV43,OUT019,-1155.9493359301123
FDD22,OUT045,1717.6604393467132
FDM46,OUT019,-462.75793534076365
NCO30,OUT010,1001.7508357852785
FDM25,OUT046,2864.3530924121296
NCN41,OUT049,2012.1639778226527
FDU24,OUT045,1472.5476017635228
FDZ50,OUT046,2963.6716087940586
FDP45,OUT013,4045.8569605973753
NCM54,OUT045,1924.1350349714485
FDW10,OUT019,870.9028842491243
FDP20,OUT017,2224.3054888009065
FDK32,OUT046,2534.614698532605
FDN52,OUT049,1471.0704190514807
FDM58,OUT045,1777.3500823433278
FDZ46,OUT027,3220.9185671946325
NCA18,OUT018,1570.3726357310952
FDD35,OUT046,2041.4990927656618
NCK31,OUT035,915.9994235373888
FDI40,OUT027,3068.5741962359316
FDT50,OUT019,-344.4191694003239
NCT06,OUT046,2637.5366742709884
FDT31,OUT035,3123.909755907327
FDT45,OUT049,926.831810094518
FDT13,OUT045,2948.7670623829326
FDO50,OUT045,1433.4933655761997
NCU18,OUT010,296.81812884791
NCR54,OUT049,3097.8345117571007
NCO18,OUT018,2529.838814305651
FDU09,OUT045,909.0785107112315
FDT13,OUT018,2739.566028712914
FDE09,OUT046,1898.4582794628222
NCK53,OUT019,-268.61378042190336
FDG45,OUT049,3482.19212094057
DRH15,OUT035,803.848782097004
FDO21,OUT019,1704.8886056104966
FDD14,OUT027,4336.191898239369
FDC09,OUT046,1789.5542154763534
FDH45,OUT027,2242.7653227288392
FDV32,OUT046,1144.271723134283
FDG12,OUT035,2073.5186650684336
FDS32,OUT013,2353.766574727051
NCL55,OUT018,3669.9375143914076
DRE01,OUT035,3889.2422347247775
DRE15,OUT049,1280.672239578591
NCL42,OUT045,3807.7646878982778
FDP31,OUT013,1126.5155425590638
FDN33,OUT018,1256.7651602390397
FDZ59,OUT046,2705.499564674581
FDE45,OUT010,958.8906348438322
FDJ07,OUT013,1950.1532856175618
FDQ45,OUT018,2704.6616676830745
FDM33,OUT027,4901.837192924373
FDO15,OUT010,-611.5611545863794
FDM46,OUT013,1492.843805828612
FDR03,OUT045,3258.1317121254106
FDY49,OUT018,2455.427998375788
FDQ60,OUT045,1879.0920825132343
FDW10,OUT049,2856.8765810567857
FDO51,OUT049,857.0110231017752
FDJ40,OUT018,1494.542833984131
FDS20,OUT018,2654.4383485465514
FDU45,OUT013,1880.590921045121
FDV02,OUT035,2750.834477113807
FDN09,OUT046,3875.429581906981
NCM55,OUT027,4390.115594802293
FDN23,OUT018,2081.623978404852
FDY31,OUT010,444.074700552228
FDW03,OUT010,-134.5825918452756
FDD14,OUT046,2950.72170380679
FDV23,OUT017,2150.174906436325
DRI03,OUT045,2706.88702025394
FDN13,OUT035,1680.936927357965
FDF45,OUT027,2528.0824365059525
FDU46,OUT035,1568.2656145925866
FDB57,OUT049,3655.533160141291
FDV12,OUT049,1721.1066135060682
FDQ58,OUT013,2449.3346956300084
NCA18,OUT017,1969.8945059051184
FDH52,OUT049,1100.278629804423
FDM24,OUT018,2160.4219868962246
NCP43,OUT027,4315.076814170403
NCO18,OUT019,884.0037728898023
FDM32,OUT017,1627.8209734464326
NCL07,OUT017,778.2406642262795
FDK03,OUT013,4030.10680401203
FDP59,OUT017,1839.2006941964646
FDQ24,OUT049,4028.9565424796165
FDQ16,OUT018,1463.040983959232
FDU44,OUT013,2666.3175449430855
FDH28,OUT010,-1267.9272369498212
FDV28,OUT019,-1325.808286038431
FDM22,OUT045,875.7478127169743
FDR56,OUT046,3219.7480120126565
FDV39,OUT049,3191.4513523696805
FDU37,OUT019,-544.2747305617231
FDQ11,OUT010,2217.387565140598
FDX02,OUT045,3436.2233642228384
NCS42,OUT018,1185.1332241555356
FDY57,OUT027,2997.2248190832615
FDB21,OUT049,3882.26099066966
FDE28,OUT017,3773.810155220999
FDQ55,OUT017,2053.1676813058293
FDA48,OUT049,3558.867711488754
FDZ19,OUT045,2736.6544439633144
NCC43,OUT045,3881.1689933696907
NCV18,OUT046,1332.5219433712773
NCA42,OUT018,2232.6283616748115
FDY45,OUT046,4095.218886886505
NCC30,OUT045,2751.5351356280153
FDM57,OUT013,1449.0000455089757
FDL09,OUT010,733.9880878370168
FDB09,OUT027,3482.875457591057
FDT44,OUT035,2023.2387146042165
NCT06,OUT027,4033.187945842583
FDX26,OUT049,2912.207991438787
FDK32,OUT013,2444.9301182093186
DRA12,OUT046,2310.380800662868
FDO46,OUT010,1125.2972107285605
FDE52,OUT013,1451.7104928880726
NCH42,OUT045,3552.962860139887
FDV08,OUT035,854.9146671694907
FDB47,OUT018,3050.8514427836344
FDC28,OUT010,-160.79580805105797
FDD22,OUT046,1857.162166959446
FDS07,OUT027,3321.3475317499688
DRI13,OUT045,3358.8937940850155
FDG32,OUT018,3246.069799447432
FDU14,OUT017,4061.087805105606
FDD28,OUT019,-952.405113134475
NCP41,OUT017,1906.859651942912
FDS08,OUT049,2870.5410926270706
FDX47,OUT045,2510.125526516902
FDC53,OUT019,-280.4511630660854
FDQ19,OUT035,4001.7326278826076
FDL14,OUT045,2489.714753045657
FDM33,OUT019,1543.0201829776925
FDA51,OUT045,1733.9948432432866
FDZ27,OUT018,514.4591797492903
FDT04,OUT046,672.5540942624502
DRC13,OUT049,2079.3469306439656
FDR16,OUT027,4852.096381344643
FDQ03,OUT027,5223.312930888074
FDE38,OUT035,2802.360607048686
DRH23,OUT027,2363.984162081455
FDT11,OUT019,1144.719101704337
FDD09,OUT035,2996.6691537252627
FDR40,OUT045,1309.6785460496612
FDX07,OUT017,3140.3206948544976
FDR07,OUT035,1688.766094378414
FDA51,OUT017,1952.1889330816193
FDT59,OUT019,1770.134232481636
FDF20,OUT017,3277.023787795115
FDR13,OUT045,1866.5749000704527
FDY26,OUT049,3390.3632678206195
FDW04,OUT017,2239.906221485173
FDK52,OUT017,3696.444006358579
FDN60,OUT049,2544.7179376442364
FDM09,OUT019,836.8213985152252
FDP46,OUT049,1463.2513198467495
FDB50,OUT019,-634.1009483203525
NCQ29,OUT049,4114.791459336324
FDP16,OUT027,5305.768000772907
FDX33,OUT018,2309.509001876475
FDP07,OUT010,1210.5515165264806
FDN22,OUT046,4023.4882783391804
FDF39,OUT049,4203.483999465665
FDS21,OUT017,1188.8798955936363
NCM42,OUT013,1700.5922457078414
FDK50,OUT019,744.667130725793
DRF13,OUT027,3777.2862318409025
FDH35,OUT018,2359.7246376952826
FDP60,OUT018,1330.6601222713798
DRJ49,OUT027,3520.9069057072484
NCT42,OUT019,446.04932189658575
FDE38,OUT049,2754.3163763296907
FDI04,OUT049,3213.424435999652
NCH54,OUT045,2413.2892556514416
FDT56,OUT049,1083.9287480356725
DRD15,OUT018,3360.7724045299838
FDV58,OUT013,3112.3201048231276
FDP21,OUT049,3069.483588634903
FDH05,OUT013,3718.9448253793526
FDR10,OUT027,4028.467562953796
NCP06,OUT045,2288.4457030425256
FDF33,OUT049,1968.6849003956595
DRK37,OUT013,3016.6202290157235
DRH49,OUT045,1297.7020369177626
FDT58,OUT013,2681.4750389958062
FDD41,OUT018,1416.8572574411373
FDP40,OUT018,1527.8511248962022
FDM51,OUT027,3144.7421885796502
FDO45,OUT010,-468.3535887156322
FDW33,OUT010,-227.67475062108133
FDY24,OUT045,906.3704584191582
FDB10,OUT010,1827.77769635398
FDM40,OUT035,2305.5725418110524
NCI06,OUT017,2982.299444742239
FDW12,OUT019,447.54519567635725
FDX48,OUT027,3968.6710413329856
NCW05,OUT027,3137.1995565047255
FDX27,OUT017,1664.2211889888858
DRM37,OUT045,3045.0192591626255
FDA38,OUT045,3698.951616310558
FDR36,OUT046,757.5499232049187
FDZ45,OUT046,3189.0357189685456
FDG05,OUT017,2675.3999791714887
FDK28,OUT013,4088.3883103014377
FDV47,OUT045,1338.542751436049
FDN21,OUT045,2479.593881991532
FDP20,OUT027,3569.460014780241
FDI35,OUT045,2860.2144707681146
DRY23,OUT013,662.9990479735861
FDA56,OUT017,2160.3666298578173
FDB09,OUT013,2038.3199595025362
NCO26,OUT027,3291.099765304971
FDQ49,OUT018,2274.721314043418
FDI52,OUT027,3371.898847978795
FDZ44,OUT027,3374.540211886444
FDZ09,OUT018,2316.1676575522724
FDY03,OUT049,1907.7613153723069
NCG42,OUT017,2155.394286761075
DRI13,OUT027,4886.90909986652
FDQ32,OUT013,2122.168869224726
FDW16,OUT035,1591.9935169475357
FDU27,OUT046,845.9758350273914
FDR28,OUT010,708.6091031306569
FDQ49,OUT010,662.8779508290027
FDS37,OUT046,1951.783032105668
FDW26,OUT018,3203.2511612325616
FDX12,OUT018,3587.0828828209633
NCP06,OUT013,2400.4136644716054
FDW45,OUT010,401.43420516350307
NCN30,OUT049,1554.9255014524242
FDN24,OUT049,919.9228357810498
NCL41,OUT027,2013.3991271706473
FDR02,OUT019,-159.58838296754402
FDD09,OUT010,1008.2658509380271
FDS33,OUT010,-443.3296440250124
FDU22,OUT045,1840.7855721182132
FDI53,OUT013,2613.514114928068
DRH01,OUT049,2805.3400586010976
FDX32,OUT013,2377.1667102861684
NCP30,OUT018,368.33314827446884
FDB60,OUT045,3058.949660165905
FDB14,OUT049,1617.4409069416724
NCP02,OUT035,1029.4635775180795
FDJ10,OUT017,2402.6120267330843
FDG34,OUT046,1879.981471229592
NCB18,OUT017,1532.5508427259629
FDM16,OUT049,1291.6811281695263
FDW25,OUT018,1129.0427804395003
FDB35,OUT010,-368.379849107936
DRN11,OUT013,2291.859995165956
FDF41,OUT019,1954.8991574969114
FDH16,OUT045,1346.3595073504403
NCQ50,OUT018,3057.3560170546843
DRH23,OUT018,639.1454776180472
DRJ37,OUT013,2427.9089705230435
DRJ24,OUT027,4341.058284168495
FDY16,OUT035,3014.9671142170555
FDQ27,OUT045,1688.0631071909884
FDZ33,OUT045,2288.8155675461894
FDF29,OUT045,2069.1513694733003
FDA08,OUT049,2728.182501500356
FDG31,OUT046,1140.2671628196258
FDE34,OUT019,1079.238627860701
NCR30,OUT027,2614.5689411673084
FDV33,OUT035,4220.205684686487
DRZ24,OUT018,1648.1917082557047
NCL54,OUT035,2812.2282795561914
FDR12,OUT049,2853.3792760847864
NCC54,OUT046,3847.1709011273197
DRN59,OUT013,822.9937357407325
FDX50,OUT019,-174.63516377795895
FDV31,OUT027,4302.703187853898
NCA29,OUT027,4169.373724799778
FDW60,OUT049,2922.8592288521177
FDX08,OUT017,3083.458708790611
DRD49,OUT013,3711.9257104199205
FDD33,OUT046,3722.994189272431
FDW35,OUT013,769.272455492217
FDJ36,OUT017,1824.9158281985437
FDV51,OUT035,2753.7367458084627
FDW36,OUT046,1765.4475034313073
FDH35,OUT046,2703.75958645872
NCS30,OUT027,3498.128576756935
FDN49,OUT017,826.4522486859787
FDL08,OUT018,3647.5798458400677
FDI09,OUT013,4032.783509228597
FDP19,OUT018,1795.3193410152599
FDU21,OUT010,-1317.5413741545053
NCP41,OUT045,1674.4931563202554
FDY10,OUT013,1834.6472411664872
FDP12,OUT018,397.0483767560363
NCN26,OUT049,1889.2492866372631
FDK44,OUT013,2784.0896352825366
FDC28,OUT049,1784.876497748075
FDJ41,OUT027,5589.028817466897
NCT29,OUT035,2067.5358940999868
NCH42,OUT019,1685.9825374062057
FDU60,OUT018,2423.980104965274
FDS02,OUT045,2982.7695943761355
FDC51,OUT046,2041.1427288173
FDU03,OUT013,2964.133200471697
FDX39,OUT045,3340.636981662654
NCY05,OUT010,-1295.938614035913
NCL06,OUT027,5512.251029408828
FDD32,OUT035,1493.3081222990731
NCN41,OUT045,1898.552202187304
NCX53,OUT049,2312.2191849865194
FDU57,OUT019,507.9009604202438
FDQ23,OUT046,1745.4368140180595
FDQ52,OUT045,3826.619280262239
FDC14,OUT045,697.8023972604424
FDY09,OUT035,2908.74386879924
FDQ28,OUT045,2448.5329733056424
FDV25,OUT046,3548.807673612464
FDJ07,OUT035,1982.72019329849
DRB25,OUT049,1731.9448935172986
FDK52,OUT019,1627.112838052446
FDY52,OUT027,2479.130378861213
FDB28,OUT046,3138.0049672185705
FDT36,OUT035,703.1841518750298
FDV25,OUT017,3692.678656049262
NCN07,OUT027,3524.3140702140518
FDC57,OUT017,3282.5209952321457
FDQ03,OUT018,3504.7837197116023
FDU23,OUT017,2819.98839288835
NCX41,OUT035,3465.1669499291456
NCD06,OUT035,833.3830710642069
FDW08,OUT045,1631.9999075857195
NCU29,OUT017,2428.756135883348
NCE06,OUT013,2551.2008634484373
FDV52,OUT010,-41.87418841240287
FDB02,OUT017,3031.029036367414
NCR18,OUT045,638.4398482534161
FDK16,OUT049,1572.0454657523514
NCQ29,OUT010,2135.6890254361933
FDZ01,OUT019,-135.33464829476725
FDW27,OUT035,2620.5826252098777
FDD17,OUT018,3468.607861850862
FDW39,OUT013,2893.2378356051922
DRH59,OUT045,1131.543664694953
FDS52,OUT013,1663.616346667346
FDU40,OUT027,4526.040232224623
NCF54,OUT013,2755.7494164146046
FDH46,OUT045,1641.523426495769
NCP14,OUT049,1671.797739560643
FDH50,OUT049,3080.361227307425
DRF15,OUT010,501.791147128024
FDV27,OUT027,2919.21000074716
NCJ06,OUT049,1946.7856126861443
FDN02,OUT018,3001.149064545025
FDQ51,OUT049,881.2414390047488
FDQ07,OUT017,3733.452761418128
FDS45,OUT049,1690.0479845326772
NCJ06,OUT045,1850.2976510315784
FDD36,OUT035,1992.80951311221
FDY25,OUT045,2875.0148194735084
FDU52,OUT046,2492.1077780242485
DRK47,OUT017,3705.3145576599345
NCL30,OUT017,2162.5779629637836
FDN22,OUT035,4084.592865495695
